,BOAMP_AVIS_NUM,D_17_01_Modif_Cpv,D_17_01_01_Modif_Cpv_Principal,D_17_01_02_Modif_Cpv_Supplementaire,D_17_02_Modif_Codenuts,D_17_03_Modif_Lieuprincipal,D_17_04_Modif_Description,D_17_05_Modif_Dureemois,D_17_06_Modif_Dureejours,D_17_07_Modif_Datefin,D_17_08_Modif_Datedebut,D_17_09_Modif_Valeur,D_17_09_01_Modif_Valeur_Value,D_17_09_02_Modif_Valeur_Devise,D_17_10_Modif_Groupementeconomique,D_17_11_Modif_Titulaire,D_17_11_01_Modif_Titulaire_Denomination,D_17_11_02_Modif_Titulaire_Codeidentnational,D_17_11_03_Modif_Titulaire_Correspondant,D_17_11_04_Modif_Titulaire_Adresse,D_17_11_05_Modif_Titulaire_Cp,D_17_11_06_Modif_Titulaire_Ville,D_17_11_07_Modif_Titulaire_Codenuts,D_17_11_08_Modif_Titulaire_Pays,D_17_11_09_Modif_Titulaire_Tel,D_17_11_10_Modif_Titulaire_Poste,D_17_11_11_Modif_Titulaire_Fax,D_17_11_12_Modif_Titulaire_Mel,D_17_11_13_Modif_Titulaire_Url,D_17_11_14_Modif_Titulaire_Pmeoui,D_17_11_15_Modif_Titulaire_Pmenon,D_17_12_Modif_Descmodif,D_17_13_Modif_Besointvx,D_17_14_Modif_Modifrnec,D_17_15_Modif_Valeuravt,D_17_15_01_Modif_Valeuravt_Value,D_17_15_02_Modif_Valeuravt_Devise,D_17_16_Modif_Valeurapr,D_17_16_01_Modif_Valeurapr_Value,D_17_16_02_Modif_Valeurapr_Devise
10,19-184028,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
11,19-188040,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
12,19-80673,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
13,19-99055,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
14,20-101180,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
15,20-105182,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
16,20-106702,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
17,20-106925,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
18,20-106965,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
19,20-113152,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
20,20-113661,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
21,20-114596,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
22,20-115515,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
23,20-115536,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
24,20-116214,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
25,20-116496,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
26,20-118216,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
27,20-119485,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
28,20-119917,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
29,20-120584,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
30,20-120664,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
31,20-120877,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
32,20-120883,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
33,20-122031,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
34,20-122490,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
35,20-124252,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
36,20-125609,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
37,20-126746,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
38,20-128575,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
39,20-128940,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
40,20-129299,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
41,20-129621,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
42,20-130815,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
43,20-130841,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
44,20-132377,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
45,20-132411,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
46,20-132540,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
47,20-132788,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
48,20-133230,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
49,20-133562,CF_NIV_SUIV,,,,,,,,,,CF_NIV_SUIV,,,,CF_NIV_SUIV,,,,,None,,,,,,,,,False,False,,,,CF_NIV_SUIV,,,CF_NIV_SUIV,,
50,20-134398,CF_NIV_SUIV,32412110.0,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CODE_NUTS xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">FRD21</CODE_NUTS>",,"Délégation de service public relative à la construction et à l'exploitation technique et commerciale du réseau de communications électroniques à Très Haut Débit sur le territoire de Eure Normandie Numérique. Le délégataire assurera les missions suivantes:-Construction d'une partie du Réseau ;-Réalisation des travaux de Raccordement final tels qu'ils sont définis et mis à sa charge aux termes de la Convention de délégation de service public et reprise des raccordements existants ;-Exploitation technique et maintenance du Réseau de communications électroniques à très haut débit objet de la présente délégation ;-Evolution du réseau : extensions (sans besoin d'augmentation de la capacité du réseau) pour prendre en compte les nouveaux Logements ou les nouveaux établissements professionnels, besoin de dévoiement, projets d'enfouissement ;-Maintien de la capacité du Réseau ;-Commercialisation du Réseau de communications électroniques à très haut débit et de Services auprès des Opérateurs et utilisateurs de réseaux indépendants constituant les Usagers du Réseau ;-Promotion du Réseau auprès des utilisateurs ;-Mise en uvre d'un fonds de soutien au développement des services et usages du numérique. Le délégataire sera responsable du fonctionnement général du service public qu'il exploitera à ses risques et périls.",240.0,,,,CF_NIV_SUIV,752966552.0,EUR,,CF_NIV_SUIV,AXIONE,,,,None,Malakoff,FR105,,,,,,,False,True,"La Convention a fait lobjet dun premier avenant signé le 30/12/19 ayant pour objet de faire évoluer le catalogue de service, les contrats de services et la grille tarifaire et de permettre au délégataire de mettre en uvre de mesures expérimentales de nature commerciale sur le réseau, conformément et dans les conditions et limites prévues par les clauses de la Convention.Lavenant 2 à la Convention a pour objet de faire évoluer le catalogue de service, les contrats de services et la grille tarifaire de la Convention.",,"Modifications prévues au contrat. Faire évoluer les conditions générales (mise en conformité et pratiques de marché)Evolutions offre à destination du Grand Public (Offre FTTH Passive, Active)Evolution de soffres à destination des entreprises et des sites publics (évolution de 3 offres), offre d'accès au génie civil, offre FON desserte et éolution de la grille tarifaire",CF_NIV_SUIV,752966552.0,EUR,CF_NIV_SUIV,755377567.0,EUR
51,20-134398,CF_NIV_SUIV,32412110.0,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CODE_NUTS xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">FRD21</CODE_NUTS>",,"Délégation de service public relative à la construction et à l'exploitation technique et commerciale du réseau de communications électroniques à Très Haut Débit sur le territoire de Eure Normandie Numérique. Le délégataire assurera les missions suivantes:-Construction d'une partie du Réseau ;-Réalisation des travaux de Raccordement final tels qu'ils sont définis et mis à sa charge aux termes de la Convention de délégation de service public et reprise des raccordements existants ;-Exploitation technique et maintenance du Réseau de communications électroniques à très haut débit objet de la présente délégation ;-Evolution du réseau : extensions (sans besoin d'augmentation de la capacité du réseau) pour prendre en compte les nouveaux Logements ou les nouveaux établissements professionnels, besoin de dévoiement, projets d'enfouissement ;-Maintien de la capacité du Réseau ;-Commercialisation du Réseau de communications électroniques à très haut débit et de Services auprès des Opérateurs et utilisateurs de réseaux indépendants constituant les Usagers du Réseau ;-Promotion du Réseau auprès des utilisateurs ;-Mise en uvre d'un fonds de soutien au développement des services et usages du numérique. Le délégataire sera responsable du fonctionnement général du service public qu'il exploitera à ses risques et périls.",240.0,,,,CF_NIV_SUIV,752966552.0,EUR,,CF_NIV_SUIV,BOUYGUES ENERGIES ET SERVICES,,,,None,Montigny le Bretonneux,FR103,,,,,,,False,True,"La Convention a fait lobjet dun premier avenant signé le 30/12/19 ayant pour objet de faire évoluer le catalogue de service, les contrats de services et la grille tarifaire et de permettre au délégataire de mettre en uvre de mesures expérimentales de nature commerciale sur le réseau, conformément et dans les conditions et limites prévues par les clauses de la Convention.Lavenant 2 à la Convention a pour objet de faire évoluer le catalogue de service, les contrats de services et la grille tarifaire de la Convention.",,"Modifications prévues au contrat. Faire évoluer les conditions générales (mise en conformité et pratiques de marché)Evolutions offre à destination du Grand Public (Offre FTTH Passive, Active)Evolution de soffres à destination des entreprises et des sites publics (évolution de 3 offres), offre d'accès au génie civil, offre FON desserte et éolution de la grille tarifaire",CF_NIV_SUIV,752966552.0,EUR,CF_NIV_SUIV,755377567.0,EUR
52,20-134398,CF_NIV_SUIV,32412110.0,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CODE_NUTS xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">FRD21</CODE_NUTS>",,"Délégation de service public relative à la construction et à l'exploitation technique et commerciale du réseau de communications électroniques à Très Haut Débit sur le territoire de Eure Normandie Numérique. Le délégataire assurera les missions suivantes:-Construction d'une partie du Réseau ;-Réalisation des travaux de Raccordement final tels qu'ils sont définis et mis à sa charge aux termes de la Convention de délégation de service public et reprise des raccordements existants ;-Exploitation technique et maintenance du Réseau de communications électroniques à très haut débit objet de la présente délégation ;-Evolution du réseau : extensions (sans besoin d'augmentation de la capacité du réseau) pour prendre en compte les nouveaux Logements ou les nouveaux établissements professionnels, besoin de dévoiement, projets d'enfouissement ;-Maintien de la capacité du Réseau ;-Commercialisation du Réseau de communications électroniques à très haut débit et de Services auprès des Opérateurs et utilisateurs de réseaux indépendants constituant les Usagers du Réseau ;-Promotion du Réseau auprès des utilisateurs ;-Mise en uvre d'un fonds de soutien au développement des services et usages du numérique. Le délégataire sera responsable du fonctionnement général du service public qu'il exploitera à ses risques et périls.",240.0,,,,CF_NIV_SUIV,752966552.0,EUR,,CF_NIV_SUIV,FIDEPPP 2,,,,None,Paris,FR101,,,,,,,False,True,"La Convention a fait lobjet dun premier avenant signé le 30/12/19 ayant pour objet de faire évoluer le catalogue de service, les contrats de services et la grille tarifaire et de permettre au délégataire de mettre en uvre de mesures expérimentales de nature commerciale sur le réseau, conformément et dans les conditions et limites prévues par les clauses de la Convention.Lavenant 2 à la Convention a pour objet de faire évoluer le catalogue de service, les contrats de services et la grille tarifaire de la Convention.",,"Modifications prévues au contrat. Faire évoluer les conditions générales (mise en conformité et pratiques de marché)Evolutions offre à destination du Grand Public (Offre FTTH Passive, Active)Evolution de soffres à destination des entreprises et des sites publics (évolution de 3 offres), offre d'accès au génie civil, offre FON desserte et éolution de la grille tarifaire",CF_NIV_SUIV,752966552.0,EUR,CF_NIV_SUIV,755377567.0,EUR
