BOAMP_AVIS_NUM,G_04_01_Indexation_Datepublication,G_04_02_Indexation_Datelimitereponse,G_04_03_Indexation_Datefindiffusion,G_04_04_Indexation_Classes,G_04_04_01_Indexation_Classes_Classe,G_04_04_01_01_Indexation_Classes_Classe_Code,G_04_04_01_02_Indexation_Classes_Classe_Libelle,G_04_05_Indexation_Descripteurs,G_04_05_01_Indexation_Descripteurs_Descripteur,G_04_05_01_01_Indexation_Descripteurs_Descripteur_Code,G_04_05_01_02_Indexation_Descripteurs_Descripteur_Libelle,G_04_06_Indexation_Criteressociauxenv,G_04_06_01_Indexation_Criteressociauxenv_Sociaux,G_04_06_02_Indexation_Criteressociauxenv_Environnementaux,G_04_07_Indexation_Deppublication,G_04_08_Indexation_Depprestation,G_04_09_Indexation_Resumeobjet
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,306,Réseaux divers,CF_NIV_SUIV,False,False,72,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,306,Réseaux divers,CF_NIV_SUIV,False,False,35,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,306,Réseaux divers,CF_NIV_SUIV,False,False,61,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,322,Signalisation,CF_NIV_SUIV,False,False,53,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,322,Signalisation,CF_NIV_SUIV,False,False,49,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,322,Signalisation,CF_NIV_SUIV,False,False,44,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,322,Signalisation,CF_NIV_SUIV,False,False,85,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,322,Signalisation,CF_NIV_SUIV,False,False,72,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,322,Signalisation,CF_NIV_SUIV,False,False,35,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,322,Signalisation,CF_NIV_SUIV,False,False,61,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,False,53,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,False,49,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,False,44,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,False,85,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,False,72,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,False,35,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,False,61,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,365,Voirie,CF_NIV_SUIV,False,False,53,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,365,Voirie,CF_NIV_SUIV,False,False,49,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,365,Voirie,CF_NIV_SUIV,False,False,44,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,365,Voirie,CF_NIV_SUIV,False,False,85,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,365,Voirie,CF_NIV_SUIV,False,False,72,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,365,Voirie,CF_NIV_SUIV,False,False,35,,Requalification et sécurisation de la rue Jean Moulin
21-20597,2021-02-12 00:00:00,,2021-03-20 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,365,Voirie,CF_NIV_SUIV,False,False,61,,Requalification et sécurisation de la rue Jean Moulin
21-20600,2021-02-14 00:00:00,,2021-04-12 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,236,Monuments historiques,CF_NIV_SUIV,False,False,75,,"Restauration de la façade Sud de l'église de la Madeleine Paris 8ème, en 6 lots séparés"
21-20601,2021-02-14 00:00:00,,2021-03-23 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,118,Etude,CF_NIV_SUIV,False,False,6,,Réalisation d'évaluations environnementales de dossiers de création et de réalisation de ZAC et de prestations connexes sur l'ensemble du périmètre de l'OIN
21-20602,2021-02-12 00:00:00,2021-03-12 12:00:00,2021-03-12 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,306,Réseaux divers,CF_NIV_SUIV,False,False,68,,Enfouissement du réseau Basse Tension - Rue de la Gare et Grand Rue à RAEDERSHEIM
21-20603,2021-02-14 00:00:00,,2021-03-17 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,197,Maîtrise d'oeuvre,CF_NIV_SUIV,False,False,69,,Concours de maîtrise d'oeuvre pour la construction d'un complexe sportif à Tarare
21-20604,2021-02-12 00:00:00,2021-03-09 11:00:00,2021-03-09 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,345,Tous corps d'état,CF_NIV_SUIV,False,False,26,,Réhabilitation du refuge d'Ambel - Plateau d'Ambel
21-20605,2021-02-14 00:00:00,,2021-03-16 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,217,Matériel de secours et d'incendie,CF_NIV_SUIV,False,False,78,,"Prestations de remplacement, de réparation et de filmage de parebrises, de custodes ou de vitres pour tous les véhicules du Service départemental d'incendie et de secours des Yveli"
21-20605,2021-02-14 00:00:00,,2021-03-16 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,274,Prestations de services,CF_NIV_SUIV,False,False,78,,"Prestations de remplacement, de réparation et de filmage de parebrises, de custodes ou de vitres pour tous les véhicules du Service départemental d'incendie et de secours des Yveli"
