BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
19-24667,False,False,False,False,False,False,False,
20-125678,False,False,False,False,False,False,False,
20-129697,False,False,False,False,False,False,True,
20-137812,False,False,False,False,False,False,True,
20-156132,False,False,False,False,False,False,True,
21-100002,False,False,False,True,False,False,False,
21-100004,False,True,False,False,False,False,False,
21-100005,False,False,False,False,False,False,True,
21-100009,False,False,False,False,True,False,False,
21-100013,False,False,False,False,True,False,False,
21-100014,False,False,False,False,True,False,False,
21-100021,False,False,False,False,False,False,True,
21-100024,False,True,False,False,False,False,False,
21-100025,False,False,False,False,False,False,True,
21-100041,False,False,False,False,False,True,False,
21-100045,False,False,False,False,False,False,False,
21-100046,False,True,False,False,False,False,False,
21-100047,False,False,False,False,False,False,True,
21-100054,False,False,True,False,False,False,False,
21-100064,False,False,False,False,False,True,False,
21-100065,False,False,False,False,False,False,True,
21-100066,False,False,False,False,True,False,False,
21-100073,False,False,False,False,True,False,False,
21-100075,False,False,False,False,False,False,False,
21-100081,False,False,False,False,True,False,False,
21-100082,False,False,False,False,True,False,False,
21-100083,False,False,False,False,False,False,True,
21-100084,False,False,False,False,True,False,False,
21-100085,False,False,False,True,False,False,False,
21-100087,False,False,False,False,False,False,True,
21-100088,False,False,False,False,False,False,True,
21-100089,False,False,False,False,False,False,False,
21-100090,False,False,False,False,True,False,False,
21-100091,False,False,False,False,False,False,False,
21-100093,False,False,False,False,False,False,True,
21-100096,False,False,False,False,True,False,False,
21-100097,False,False,False,False,False,False,True,
21-100104,False,False,False,False,False,False,True,
21-100106,False,False,False,False,True,False,False,
21-100107,False,False,False,False,True,False,False,
21-100108,False,False,False,False,False,False,False,
21-100112,False,False,False,False,True,False,False,
21-100113,False,False,False,False,False,False,False,
21-100120,False,False,False,False,False,False,False,
21-100121,False,False,False,False,False,False,True,
21-100127,False,False,False,False,False,False,False,
21-100130,False,False,False,False,True,False,False,
21-100132,False,False,False,False,False,False,False,
21-100134,False,False,False,False,False,False,True,
21-100135,False,False,False,False,True,False,False,
21-100136,False,False,False,False,False,True,False,
21-100141,False,False,False,False,True,False,False,
21-100143,False,False,False,True,False,False,False,
21-100147,False,False,False,False,False,False,True,
21-100148,False,False,False,False,True,False,False,
21-100151,False,False,False,False,False,False,True,
21-100152,False,False,False,False,False,False,True,
21-100159,False,False,False,False,False,False,True,
21-100161,False,False,False,False,True,False,False,
21-100162,False,False,False,False,True,False,False,
21-100164,False,False,False,False,False,False,True,
21-100165,False,False,False,False,True,False,False,
21-100166,False,False,False,False,False,False,False,
21-100169,False,False,False,False,False,False,True,
21-100171,False,False,False,False,False,False,True,
21-100181,False,False,False,False,True,False,False,
21-100183,False,False,False,False,False,False,True,
21-100184,False,False,False,False,True,False,False,
21-100185,False,False,False,True,False,False,False,
21-100192,False,False,False,False,False,False,False,
21-100193,False,False,False,True,False,False,False,
21-100194,False,False,False,False,False,False,False,
21-100196,False,False,False,False,False,False,False,
21-100199,False,False,False,False,True,False,False,
21-100202,False,False,False,False,False,False,True,
21-100204,False,False,False,False,False,False,False,
21-100210,False,False,False,False,False,False,False,
21-100217,False,False,False,False,False,False,True,
21-100218,False,False,False,False,True,False,False,
21-100219,False,False,False,False,False,False,True,
21-100220,False,False,False,False,False,False,False,
21-100222,False,False,False,False,False,False,True,
